"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs7522356-<b>T</b>,"1 x 10-29",,0.4429,'-,"0.0119283 unit increase",[0.0099-0.014],AK5,"Educational attainment","educational attainment",'-,GCST90105038,1:77485775
rs71658797-<b>A</b>,"9 x 10-26",,0.1116,'-,"0.0174527 unit decrease",[0.014-0.021],AK5,"Educational attainment","educational attainment",'-,GCST90105038,1:77501822
rs7515450-<b>A</b>,"7 x 10-14",,0.3917,'-,"0.00802082 unit increase",[0.0059-0.0101],GIPC2,"Educational attainment","educational attainment",'-,GCST90105038,1:78117161
rs10782682-<b>T</b>,"3 x 10-8",(conditional),0.4853,'-,"0.0058733 unit increase",[0.0038-0.0079],ADGRL4,"Educational attainment","educational attainment",'-,GCST90105038,1:79156750
rs11163064-<b>C</b>,"1 x 10-9",,0.7894,'-,"0.0078361 unit decrease",[0.0053-0.0104],LINC01781,"Educational attainment","educational attainment",'-,GCST90105038,1:80609941
rs306757-<b>A</b>,"2 x 10-8",,0.3604,'-,"0.00609278 unit increase",[0.004-0.0082],"UBOX5-AS1, UBOX5","Educational attainment","educational attainment",'-,GCST90105038,20:3138487
rs2208030-<b>T</b>,"2 x 10-8",,0.4824,'-,"0.0059117 unit increase",[0.0039-0.008],DNAAF9,"Educational attainment","educational attainment",'-,GCST90105038,20:3374920
rs35273008-<b>A</b>,"7 x 10-6",,0.9841,'-,"0.0189462 unit increase",[0.011-0.027],"ATRN, GFRA4","Educational attainment","educational attainment",'-,GCST90105038,20:3652574
rs708912-<b>T</b>,"9 x 10-16",,0.7921,'-,"0.0103668 unit increase",[0.0078-0.0129],PLCB1,"Educational attainment","educational attainment",'-,GCST90105038,20:8422903
rs6133787-<b>T</b>,"3 x 10-8",,0.8426,'-,"0.00799908 unit decrease",[0.0052-0.0108],SNAP25-AS1,"Educational attainment","educational attainment",'-,GCST90105038,20:10063634
rs2795022-<b>T</b>,"5 x 10-8",,0.4042,'-,"0.00581376 unit increase",[0.0037-0.0079],BTBD3,"Educational attainment","educational attainment",'-,GCST90105038,20:11892669
rs6078382-<b>A</b>,"6 x 10-8",,0.3985,'-,"0.0058017 unit increase",[0.0037-0.0079],BTBD3,"Educational attainment","educational attainment",'-,GCST90105038,20:11903146
rs11698330-<b>T</b>,"9 x 10-15",,0.2011,'-,"0.0101121 unit increase",[0.0076-0.0127],MACROD2,"Educational attainment","educational attainment",'-,GCST90105038,20:14527263
rs4141463-<b>T</b>,"4 x 10-16",,0.4176,'-,"0.00863824 unit decrease",[0.0066-0.0107],MACROD2,"Educational attainment","educational attainment",'-,GCST90105038,20:14766825
rs2423855-<b>T</b>,"4 x 10-11",,0.7224,'-,"0.00773181 unit increase",[0.0054-0.01],MACROD2,"Educational attainment","educational attainment",'-,GCST90105038,20:14934659
rs6043521-<b>T</b>,"1 x 10-9",,0.6007,'-,"0.00654674 unit decrease",[0.0044-0.0086],MACROD2,"Educational attainment","educational attainment",'-,GCST90105038,20:15759100
rs6044055-<b>T</b>,"1 x 10-8",,0.7077,'-,"0.00652354 unit decrease",[0.0043-0.0088],KIF16B,"Educational attainment","educational attainment",'-,GCST90105038,20:16519448
rs6044142-<b>A</b>,"3 x 10-12",,0.5694,'-,"0.00739156 unit decrease",[0.0053-0.0095],"KIF16B, RPLP0P1","Educational attainment","educational attainment",'-,GCST90105038,20:16578610
rs2068078-<b>T</b>,"7 x 10-11",,0.7882,'-,"0.00834709 unit decrease",[0.0058-0.0109],"U3, OTOR","Educational attainment","educational attainment",'-,GCST90105038,20:16967124
rs36120534-<b>T</b>,"5 x 10-12",,0.1819,'-,"0.0093836 unit increase",[0.0067-0.012],PCSK2,"Educational attainment","educational attainment",'-,GCST90105038,20:17457476
rs6080772-<b>A</b>,"4 x 10-8",,0.1754,'-,"0.00754027 unit increase",[0.0048-0.0102],RRBP1,"Educational attainment","educational attainment",'-,GCST90105038,20:17670523
rs806768-<b>A</b>,"9 x 10-8",,0.6103,'-,"0.0057344 unit decrease",[0.0036-0.0078],"RNU6-192P, BANF2","Educational attainment","educational attainment",'-,GCST90105038,20:17833955
rs117714272-<b>A</b>,"2 x 10-8",,0.09,'-,"0.0102775 unit decrease",[0.0067-0.0139],KAT14,"Educational attainment","educational attainment",'-,GCST90105038,20:18137320
rs6045213-<b>A</b>,"1 x 10-7",,0.6672,'-,"0.00587037 unit increase",[0.0037-0.0081],"PET117, KAT14","Educational attainment","educational attainment",'-,GCST90105038,20:18139564
rs59832377-<b>T</b>,"3 x 10-9",,0.5576,'-,"0.00624341 unit decrease",[0.0042-0.0083],DTD1,"Educational attainment","educational attainment",'-,GCST90105038,20:18590689
rs7270807-<b>T</b>,"7 x 10-9",,0.9347,'-,"0.0122423 unit decrease",[0.0081-0.0164],SLC24A3,"Educational attainment","educational attainment",'-,GCST90105038,20:19651336
rs6035413-<b>A</b>,"9 x 10-16",,0.6516,'-,"0.00882265 unit decrease",[0.0067-0.011],SLC24A3,"Educational attainment","educational attainment",'-,GCST90105038,20:19693868
rs4815005-<b>T</b>,"1 x 10-7",,0.1742,'-,"0.00725553 unit increase",[0.0046-0.01],"LINC00237, MRPS11P1","Educational attainment","educational attainment",'-,GCST90105038,20:20912666
rs6035877-<b>A</b>,"6 x 10-12",,0.5342,'-,"0.00721031 unit increase",[0.0052-0.0093],"LINC01727, NKX2-2","Educational attainment","educational attainment",'-,GCST90105038,20:21531894
rs55640000-<b>T</b>,"1 x 10-12",,0.6425,'-,"0.0077391 unit decrease",[0.0056-0.0099],"LINC01427, LINC00261","Educational attainment","educational attainment",'-,GCST90105038,20:22330051
rs2567609-<b>T</b>,"6 x 10-10",,0.547,'-,"0.00649758 unit decrease",[0.0044-0.0086],SSTR4,"Educational attainment","educational attainment",'-,GCST90105038,20:23036380
rs2424637-<b>A</b>,"1 x 10-11",,0.6191,'-,"0.0073151 unit increase",[0.0052-0.0094],"SYNDIG1, CST7","Educational attainment","educational attainment",'-,GCST90105038,20:24736472
rs6141759-<b>A</b>,"7 x 10-18",,0.2372,'-,"0.0106213 unit decrease",[0.0082-0.013],NOL4L-DT,"Educational attainment","educational attainment",'-,GCST90105038,20:32589490
rs202224508-<b>T</b>,"4 x 10-17",,0.2304,'-,"0.0120713 unit decrease",[0.0093-0.0149],"COMMD7, DNMT3B","Educational attainment","educational attainment",'-,GCST90105038,20:32754260
rs4911257-<b>T</b>,"8 x 10-20",,0.6131,'-,"0.00979146 unit increase",[0.0077-0.0119],DNMT3B,"Educational attainment","educational attainment",'-,GCST90105038,20:32771768
rs6088618-<b>A</b>,"1 x 10-14",,0.449,'-,"0.00813085 unit increase",[0.0061-0.0102],NCOA6,"Educational attainment","educational attainment",'-,GCST90105038,20:34821547
rs8120559-<b>A</b>,"3 x 10-8",,0.2188,'-,"0.00700658 unit increase",[0.0045-0.0095],"UQCC1, FAM83C","Educational attainment","educational attainment",'-,GCST90105038,20:35292743
rs1406947-<b>T</b>,"1 x 10-8",,0.603,'-,"0.0061114 unit decrease",[0.004-0.0082],UQCC1,"Educational attainment","educational attainment",'-,GCST90105038,20:35381727
rs112579095-<b>T</b>,"3 x 10-12",,0.0724,'-,"0.0141775 unit increase",[0.01-0.018],PHF20,"Educational attainment","educational attainment",'-,GCST90105038,20:35942173
rs76212001-<b>T</b>,"2 x 10-7",,0.0787,'-,"0.0101353 unit decrease",[0.0063-0.014],TOP1,"Educational attainment","educational attainment",'-,GCST90105038,20:41041714
rs74491040-<b>T</b>,"2 x 10-11",,0.012,'-,"0.0322449 unit decrease",[0.023-0.042],CHD6,"Educational attainment","educational attainment",'-,GCST90105038,20:41575760
rs62208714-<b>T</b>,"3 x 10-6",,0.0672,'-,"0.00983543 unit decrease",[0.0057-0.0139],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:42277186
rs6093705-<b>A</b>,"2 x 10-17",,0.6805,'-,"0.00953909 unit increase",[0.0073-0.0117],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:42628990
rs6103038-<b>C</b>,"4 x 10-8",,0.5911,'-,"0.00586648 unit increase",[0.0038-0.008],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:42777502
rs2903624-<b>A</b>,"1 x 10-8",,0.4824,'-,"0.00598815 unit decrease",[0.0039-0.008],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:42987870
rs1006749-<b>A</b>,"2 x 10-9",,0.5199,'-,"0.00629554 unit increase",[0.0042-0.0084],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:43088013
rs118146277-<b>T</b>,"1 x 10-9",,0.9783,'-,"0.0217625 unit decrease",[0.015-0.029],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:43109495
rs4812681-<b>C</b>,"7 x 10-9",,0.5782,'-,"0.00614274 unit increase",[0.0041-0.0082],PTPRT,"Educational attainment","educational attainment",'-,GCST90105038,20:43158162
rs909892-<b>A</b>,"1 x 10-12",,0.1357,'-,"0.0108695 unit increase",[0.0079-0.0139],"PPIAP21, RNU6-743P","Educational attainment","educational attainment",'-,GCST90105038,20:43354058
rs6030819-<b>A</b>,"6 x 10-18",,0.1958,'-,"0.011383 unit decrease",[0.0088-0.014],"PPIAP21, RNU6-743P","Educational attainment","educational attainment",'-,GCST90105038,20:43387401
rs9875-<b>T</b>,"8 x 10-10",,0.6886,'-,"0.00693745 unit decrease",[0.0047-0.0092],OSER1,"Educational attainment","educational attainment",'-,GCST90105038,20:44196847
rs4812818-<b>T</b>,"2 x 10-8",,0.1947,'-,"0.00739477 unit decrease",[0.0048-0.01],FITM2,"Educational attainment","educational attainment",'-,GCST90105038,20:44310786
rs73106136-<b>T</b>,"2 x 10-8",,0.0851,'-,"0.0105914 unit decrease",[0.0069-0.0143],"PGBD4P2, YWHAB","Educational attainment","educational attainment",'-,GCST90105038,20:44862836
rs1116100-<b>A</b>,"5 x 10-8",,0.845,'-,"0.00792215 unit decrease",[0.0051-0.0108],STK4,"Educational attainment","educational attainment",'-,GCST90105038,20:45039832
rs7263949-<b>C</b>,"5 x 10-18",,0.6923,'-,"0.00981377 unit increase",[0.0076-0.012],STK4,"Educational attainment","educational attainment",'-,GCST90105038,20:45061920
rs207488-<b>A</b>,"8 x 10-8",,0.8177,'-,"0.00728968 unit increase",[0.0046-0.0099],"LINC01689, Y_RNA","Educational attainment","educational attainment",'-,GCST90105038,21:23841403
rs60841615-<b>T</b>,"1 x 10-8",,0.0959,'-,"0.0101053 unit increase",[0.0066-0.0136],"GABPA, APP","Educational attainment","educational attainment",'-,GCST90105038,21:25850623
rs55745100-<b>T</b>,"2 x 10-9",,0.9462,'-,"0.0139917 unit decrease",[0.0094-0.0185],"SOD1, FBXW11P1","Educational attainment","educational attainment",'-,GCST90105038,21:31644051
rs1544-<b>A</b>,"4 x 10-11",,0.2713,'-,"0.00776539 unit decrease",[0.0055-0.0101],SCAF4,"Educational attainment","educational attainment",'-,GCST90105038,21:31713272
rs13047733-<b>A</b>,"5 x 10-8",,0.6013,'-,"0.00584129 unit decrease",[0.0037-0.0079],"HUNK, LINC00159","Educational attainment","educational attainment",'-,GCST90105038,21:32047326
rs114440021-<b>T</b>,"7 x 10-14",,0.114,'-,"0.0123298 unit increase",[0.0091-0.0156],C21orf62-AS1,"Educational attainment","educational attainment",'-,GCST90105038,21:32830362
rs12627339-<b>A</b>,"1 x 10-17",,0.6982,'-,"0.00977487 unit increase",[0.0075-0.012],C21orf62-AS1,"Educational attainment","educational attainment",'-,GCST90105038,21:32906893
rs13048654-<b>C</b>,"2 x 10-12",,0.7477,'-,"0.00850591 unit decrease",[0.0061-0.0109],"LINC01548, OLIG1","Educational attainment","educational attainment",'-,GCST90105038,21:33077091
rs62227705-<b>A</b>,"2 x 10-10",,0.7158,'-,"0.00738617 unit increase",[0.0051-0.0097],SON,"Educational attainment","educational attainment",'-,GCST90105038,21:33547287
rs2298679-<b>T</b>,"4 x 10-14",,0.2051,'-,"0.00979124 unit decrease",[0.0073-0.0123],ITSN1,"Educational attainment","educational attainment",'-,GCST90105038,21:33875156
rs75877036-<b>A</b>,"1 x 10-10",,0.9422,'-,"0.0144694 unit decrease",[0.01-0.019],KCNE1,"Educational attainment","educational attainment",'-,GCST90105038,21:34475592
rs9984313-<b>T</b>,"2 x 10-10",,0.7582,'-,"0.00781082 unit decrease",[0.0054-0.0102],KCNJ6,"Educational attainment","educational attainment",'-,GCST90105038,21:37821472
rs28381527-<b>A</b>,"1 x 10-24",,0.0784,'-,"0.0199902 unit decrease",[0.016-0.024],ORC3,"Educational attainment","educational attainment",'-,GCST90105038,6:87659314
rs9359760-<b>T</b>,"1 x 10-9",(conditional),0.1803,'-,"0.00834193 unit decrease",[0.0056-0.011],"RN7SL183P, SPACA1","Educational attainment","educational attainment",'-,GCST90105038,6:87883861
rs7452072-<b>T</b>,"3 x 10-8",,0.8855,'-,"0.00907851 unit increase",[0.0059-0.0123],"RN7SL183P, SPACA1","Educational attainment","educational attainment",'-,GCST90105038,6:87980946
rs9294420-<b>A</b>,"6 x 10-9",,0.5815,'-,"0.00615925 unit decrease",[0.0041-0.0082],"PNRC1-DT, RNU2-61P","Educational attainment","educational attainment",'-,GCST90105038,6:89064448
rs990483-<b>C</b>,"2 x 10-6",,0.7275,'-,"0.0055652 unit increase",[0.0033-0.0079],BACH2,"Educational attainment","educational attainment",'-,GCST90105038,6:90097298
rs9362865-<b>T</b>,"4 x 10-10",,0.901,'-,"0.0109855 unit increase",[0.0076-0.0144],"MIR4643, MAP3K7","Educational attainment","educational attainment",'-,GCST90105038,6:91287826
rs9359939-<b>A</b>,"7 x 10-19",,0.2421,'-,"0.0108478 unit decrease",[0.0085-0.0132],"MAP3K7, MIR4643","Educational attainment","educational attainment",'-,GCST90105038,6:91423523
rs1338263-<b>A</b>,"3 x 10-14",,0.5467,'-,"0.00800497 unit decrease",[0.0059-0.0101],"ATF1P1, COPS5P1","Educational attainment","educational attainment",'-,GCST90105038,6:92930830
rs560701-<b>A</b>,"2 x 10-15",,0.7005,'-,"0.0091612 unit increase",[0.0069-0.0114],"COPS5P1, EPHA7","Educational attainment","educational attainment",'-,GCST90105038,6:93132024
rs1408284-<b>C</b>,"1 x 10-13",,0.8614,'-,"0.0112336 unit decrease",[0.0083-0.0142],"EPHA7, COPS5P1","Educational attainment","educational attainment",'-,GCST90105038,6:93183868
rs473900-<b>T</b>,"2 x 10-10",,0.2447,'-,"0.00777827 unit decrease",[0.0054-0.0102],"EPHA7, COPS5P1","Educational attainment","educational attainment",'-,GCST90105038,6:93221319
rs7775100-<b>T</b>,"3 x 10-14",,0.3913,'-,"0.00814199 unit decrease",[0.006-0.0102],FUT9,"Educational attainment","educational attainment",'-,GCST90105038,6:96071781
rs9384761-<b>A</b>,"3 x 10-14",,0.2411,'-,"0.00927346 unit decrease",[0.0069-0.0117],"RN7SL509P, KLHL32","Educational attainment","educational attainment",'-,GCST90105038,6:96921202
rs12213071-<b>A</b>,"1 x 10-9",,0.7735,'-,"0.00759164 unit increase",[0.0051-0.01],SLC35F1,"Educational attainment","educational attainment",'-,GCST90105038,6:118079956
rs36142021-<b>T</b>,"3 x 10-26",,0.3024,'-,"0.0120691 unit decrease",[0.0098-0.0143],MCM9,"Educational attainment","educational attainment",'-,GCST90105038,6:118838319
rs10456918-<b>A</b>,"8 x 10-17",,0.8293,'-,"0.0116018 unit decrease",[0.0089-0.0143],MCM9,"Educational attainment","educational attainment",'-,GCST90105038,6:118912315
rs11154134-<b>A</b>,"2 x 10-10",,0.6906,'-,"0.00720253 unit decrease",[0.005-0.0094],CLVS2,"Educational attainment","educational attainment",'-,GCST90105038,6:122999633
rs139612798-<b>T</b>,"5 x 10-8",,0.9666,'-,"0.0161264 unit decrease",[0.01-0.022],NKAIN2,"Educational attainment","educational attainment",'-,GCST90105038,6:124028800
rs9388304-<b>A</b>,"3 x 10-8",,0.6289,'-,"0.00598462 unit increase",[0.0039-0.0081],NKAIN2,"Educational attainment","educational attainment",'-,GCST90105038,6:124147675
rs577616874-<b>A</b>,"6 x 10-9",,0.0628,'-,"0.0145251 unit increase",[0.0096-0.0194],NKAIN2,"Educational attainment","educational attainment",'-,GCST90105038,6:124439370
rs9320991-<b>T</b>,"1 x 10-12",,0.1974,'-,"0.00935415 unit increase",[0.0068-0.0119],NKAIN2,"Educational attainment","educational attainment",'-,GCST90105038,6:124442639
rs1479046-<b>T</b>,"3 x 10-7",,0.1827,'-,"0.00696639 unit increase",[0.0043-0.0096],NKAIN2,"Educational attainment","educational attainment",'-,GCST90105038,6:124642095
rs9388490-<b>T</b>,"8 x 10-28",,0.4488,'-,"0.0115001 unit increase",[0.0094-0.0136],"MIR588, CENPW","Educational attainment","educational attainment",'-,GCST90105038,6:126383649
rs62426270-<b>A</b>,"4 x 10-8",,0.0326,'-,"0.0163468 unit increase",[0.01-0.022],"RNU6-200P, MIR588","Educational attainment","educational attainment",'-,GCST90105038,6:126533692
rs4897189-<b>A</b>,"6 x 10-12",(conditional),0.7622,'-,"0.0096724 unit increase",[0.0069-0.0124],"RPS4XP9, RSPO3","Educational attainment","educational attainment",'-,GCST90105038,6:126767405
rs9375477-<b>A</b>,"8 x 10-9",,0.8352,'-,"0.00817689 unit decrease",[0.0054-0.011],"RPS4XP9, RSPO3","Educational attainment","educational attainment",'-,GCST90105038,6:126883478
rs17205908-<b>T</b>,"3 x 10-10",,0.3265,'-,"0.00765194 unit decrease",[0.0053-0.01],KIAA0408,"Educational attainment","educational attainment",'-,GCST90105038,6:127443160
rs149904061-<b>T</b>,"1 x 10-8",,0.0314,'-,"0.0171853 unit increase",[0.011-0.023],LINC02536,"Educational attainment","educational attainment",'-,GCST90105038,6:127672253
rs802735-<b>T</b>,"1 x 10-8",,0.5512,'-,"0.00597929 unit increase",[0.0039-0.008],"PTPRK, THEMIS","Educational attainment","educational attainment",'-,GCST90105038,6:127957191
rs12055782-<b>A</b>,"4 x 10-24",,0.7179,'-,"0.0117761 unit decrease",[0.0095-0.0141],PTPRK,"Educational attainment","educational attainment",'-,GCST90105038,6:127990888
rs10499146-<b>A</b>,"2 x 10-12",,0.1332,'-,"0.0108069 unit increase",[0.0078-0.0138],LAMA2,"Educational attainment","educational attainment",'-,GCST90105038,6:129008876
rs9492436-<b>T</b>,"3 x 10-8",,0.1027,'-,"0.0095382 unit decrease",[0.0062-0.0129],"TMEM244, L3MBTL3","Educational attainment","educational attainment",'-,GCST90105038,6:130012889
rs17812330-<b>T</b>,"9 x 10-12",,0.2604,'-,"0.00813882 unit decrease",[0.0058-0.0105],"RNA5SP220, FILNC1","Educational attainment","educational attainment",'-,GCST90105038,6:140014131
rs12206040-<b>T</b>,"2 x 10-8",,0.7188,'-,"0.00714278 unit decrease",[0.0047-0.0096],"RN7SKP106, RPS3AP24","Educational attainment","educational attainment",'-,GCST90105038,6:141017630
rs6906818-<b>T</b>,"1 x 10-14",,0.5985,'-,"0.00822943 unit increase",[0.0061-0.0103],"ADGRG6, HIVEP2","Educational attainment","educational attainment",'-,GCST90105038,6:142649122
rs197480-<b>T</b>,"1 x 10-9",,0.0423,'-,"0.0159596 unit increase",[0.011-0.021],"HIVEP2, ADGRG6","Educational attainment","educational attainment",'-,GCST90105038,6:142749368
rs9373363-<b>A</b>,"3 x 10-18",,0.7552,'-,"0.0106184 unit decrease",[0.0082-0.013],HIVEP2,"Educational attainment","educational attainment",'-,GCST90105038,6:142828906
rs11155288-<b>A</b>,"2 x 10-8",,0.6268,'-,"0.00611448 unit decrease",[0.004-0.0082],AIG1,"Educational attainment","educational attainment",'-,GCST90105038,6:143283508
rs13214394-<b>A</b>,"3 x 10-8",,0.7532,'-,"0.00674019 unit decrease",[0.0044-0.0091],"R3HDM2P2, GRIK2","Educational attainment","educational attainment",'-,GCST90105038,6:102435764
rs72990858-<b>A</b>,"7 x 10-11",,0.096,'-,"0.0116246 unit increase",[0.0081-0.0151],"NPM1P10, HACE1","Educational attainment","educational attainment",'-,GCST90105038,6:104699909
rs28360512-<b>A</b>,"8 x 10-17",,0.35,'-,"0.00913825 unit decrease",[0.007-0.0113],SCML4,"Educational attainment","educational attainment",'-,GCST90105038,6:107716659
rs6909292-<b>T</b>,"5 x 10-12",,0.5169,'-,"0.00723813 unit increase",[0.0052-0.0093],SCML4,"Educational attainment","educational attainment",'-,GCST90105038,6:107772376
rs6910380-<b>C</b>,"1 x 10-8",,0.4374,'-,"0.00598849 unit increase",[0.0039-0.0081],AFG1L,"Educational attainment","educational attainment",'-,GCST90105038,6:108404786
rs351720-<b>A</b>,"5 x 10-12",,0.6851,'-,"0.00778639 unit decrease",[0.0056-0.01],CCDC162P,"Educational attainment","educational attainment",'-,GCST90105038,6:109229944
rs9374194-<b>T</b>,"4 x 10-11",,0.8101,'-,"0.00881055 unit decrease",[0.0062-0.0114],CDK19,"Educational attainment","educational attainment",'-,GCST90105038,6:110678982
